Id,EmpName,Address,City,County,State,Phone,Email,Designation,SSN,SSN_encrypted
10702, emily a  duggins,301 Marquette Ave,Hayward,Alameda,CA,806-469-2584,emilya.duggins_10702@mastella.com,CareManager,394511373,NULL
18052, benay e  sinaikin,476 Marquette Ave,Hayward,Alameda,CA,300-478-2354,benaye.sinaikin_18052@venere.org,CareManager,450734719,NULL
936, amanda l  collins,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,292-099-9306,amandal.collins_936@mastella.com,CareManager,412241611,NULL
8487, christi a  sargent,99385 Charity St #1019,San Jose,Santa Clara,CA,467-055-5393,christia.sargent_8487@chui.com,CareManager,435293413,NULL
833, roberta a  cella,69 Marquette Ave,Hayward,Alameda,CA,780-103-5618,robertaa.cella_833@honeywell.com,CareManager,423949689,NULL
19925, barbara d  dasher,521 Marquette Ave,Hayward,Alameda,CA,835-498-9332,barbarad.dasher_19925@chui.com,CareManager,448563212,NULL
14262, eryn   allegra,5117 Black Horse Pike,Burlingame,San Mateo,CA,971-353-0951,eryn.allegra_14262@caudy.org,CareManager,531794941,NULL
10252, melanie k  chang,68556 Central Hwy,San Leandro,Alameda,CA,365-173-9625,melaniek.chang_10252@mondella.com,CareManager,505129326,NULL
11927, tiffany l  lemasters,5061 Black Horse Pike,Burlingame,San Mateo,CA,574-544-2236,tiffanyl.lemasters_11927@crupi.com,CareManager,313014504,NULL
8441, cynthia l  russell,4978 Black Horse Pike,Burlingame,San Mateo,CA,388-982-1089,cynthial.russell_8441@cox.net,CareManager,505831484,NULL
6303, jaclyn j  galczynski,99385 Charity St #967,San Jose,Santa Clara,CA,788-437-3515,jaclynj.galczynski_6303@crupi.com,CareManager,451204135,NULL
14905, jhodi m  carter,47486 Whipple Ave Nw,Gardena,Los Angeles,CA,828-230-2441,jhodim.carter_14905@rim.org,CareManager,435330109,NULL
15414, andria l  dutcher,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,736-832-9816,andrial.dutcher_15414@mastella.com,CareManager,370734345,NULL
5074, rhonda g  bass,167 Marquette Ave,Hayward,Alameda,CA,802-949-9515,rhondag.bass_5074@saylors.org,CareManager,526513762,NULL
6072, joi e  ellis,4922 Black Horse Pike,Burlingame,San Mateo,CA,497-537-5468,joie.ellis_6072@mondella.com,CareManager,344830653,NULL
14914, diana m  castaneda,68556 Central Hwy,San Leandro,Alameda,CA,320-426-8360,dianam.castaneda_14914@ostrosky.com,CareManager,542147560,NULL
13524, gloria c  stokes,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,705-560-4062,gloriac.stokes_13524@mulqueen.org,CareManager,307601115,NULL
19571, phyllis b  carlton,5243 Black Horse Pike,Burlingame,San Mateo,CA,350-535-7239,phyllisb.carlton_19571@gmail.com,CareManager,390152444,NULL
7605, lisa k  merritt,99385 Charity St #998,San Jose,Santa Clara,CA,616-294-8780,lisak.merritt_7605@cox.net,CareManager,342023478,NULL
6930, colleen f  jones,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,643-523-9677,colleenf.jones_6930@corrio.com,CareManager,354204236,NULL
16943, tina m  mckee,450 Marquette Ave,Hayward,Alameda,CA,246-645-7298,tinam.mckee_16943@crupi.com,CareManager,257616177,NULL
670, heather l  bryden,68556 Central Hwy,San Leandro,Alameda,CA,849-173-3079,heatherl.bryden_670@mastella.com,CareManager,376585048,NULL
4469, bobbie j  warren,153 Marquette Ave,Hayward,Alameda,CA,284-897-7884,bobbiej.warren_4469@uyetake.org,CareManager,372868174,NULL
1252, ashely d  dizdar,76 Marquette Ave,Hayward,Alameda,CA,855-125-5518,ashelyd.dizdar_1252@dickerson.org,CareManager,386517624,NULL
15073, donna e  cook,47490 Whipple Ave Nw,Gardena,Los Angeles,CA,925-404-7160,donnae.cook_15073@monarrez.org,CareManager,514714843,NULL
15838, leann m  greene,68556 Central Hwy,San Leandro,Alameda,CA,700-783-9813,leannm.greene_15838@mondella.com,CareManager,478042217,NULL
1222, cameron j  dewitz,68556 Central Hwy,San Leandro,Alameda,CA,764-830-0396,cameronj.dewitz_1222@morasca.com,CareManager,497787593,NULL
18773, melanie a  wolpert,5224 Black Horse Pike,Burlingame,San Mateo,CA,286-868-7494,melaniea.wolpert_18773@gmail.com,CareManager,386288882,NULL
18304, ashlyn m  taylor,482 Marquette Ave,Hayward,Alameda,CA,885-871-1702,ashlynm.taylor_18304@vanausdal.org,CareManager,458426525,NULL
17976, melissa j  senters,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,303-112-4251,melissaj.senters_17976@venere.org,CareManager,545714195,NULL
6127, kristen   fagerlund,47277 Whipple Ave Nw,Gardena,Los Angeles,CA,924-641-7939,kristen.fagerlund_6127@rim.org,CareManager,412865204,NULL
3128, gail c  nesper,47206 Whipple Ave Nw,Gardena,Los Angeles,CA,235-711-4210,gailc.nesper_3128@caudy.org,CareManager,493715541,NULL
13188, kelly j  sartori,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,891-113-0306,kellyj.sartori_13188@venere.org,CareManager,486097947,NULL
491, rachel l  blanton,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,749-731-7468,rachell.blanton_491@honeywell.com,CareManager,462050531,NULL
8105, mary l  pillucere,4970 Black Horse Pike,Burlingame,San Mateo,CA,879-405-1288,maryl.pillucere_8105@slusarski.com,CareManager,440504664,NULL
3783, blanca f  santosdejesus,99385 Charity St #907,San Jose,Santa Clara,CA,791-151-4377,blancaf.santosdejesus_3783@briddick.com,CareManager,460037517,NULL
2319, stephanie m  kennedy,74989 Brandon St,North Miami Beach,Miami-Dade,FL,402-971-8341,louisej.adkins_4834@aol.com,CareManager,521619491,NULL
10181, jessica l  carpenter,289 Marquette Ave,Hayward,Alameda,CA,537-236-9804,jessical.carpenter_10181@honeywell.com,CareManager,251119884,NULL
10013, ashley   brown,285 Marquette Ave,Hayward,Alameda,CA,899-047-8041,ashley.brown_10013@perin.org,CareManager,272386293,NULL
13099, sarah j  roseberry,47443 Whipple Ave Nw,Gardena,Los Angeles,CA,270-199-1470,sarahj.roseberry_13099@hollack.org,CareManager,387766152,NULL
16320, tammy l  johnston,5166 Black Horse Pike,Burlingame,San Mateo,CA,942-240-4507,tammyl.johnston_16320@ostrosky.com,CareManager,267111625,NULL
9778, tiffany a  bates,279 Marquette Ave,Hayward,Alameda,CA,413-139-9516,tiffanya.bates_9778@caudy.org,CareManager,458231707,NULL
13481, celeste a  stalnaker,5098 Black Horse Pike,Burlingame,San Mateo,CA,869-688-9911,celestea.stalnaker_13481@yglesias.com,CareManager,324365891,NULL
3448, rachel d  powell,68556 Central Hwy,San Leandro,Alameda,CA,463-978-1364,racheld.powell_3448@lindall.com,CareManager,398364294,NULL
13233, nicole m  scholl,99385 Charity St #1132,San Jose,Santa Clara,CA,961-373-8544,nicolem.scholl_13233@rim.org,CareManager,363577888,NULL
18976, danielle m  altherr,498 Marquette Ave,Hayward,Alameda,CA,313-835-3028,daniellem.altherr_18976@corrio.com,CareManager,489938357,NULL
18850,Marjory Mastella,495 Marquette Ave,Hayward,Alameda,CA,911-905-6756,Marjory.Mastella_18850@venere.org,CareManager,301545763,NULL
4350, diana l  urban,4881 Black Horse Pike,Burlingame,San Mateo,CA,392-411-3749,dianal.urban_4350@ostrosky.com,CareManager,254575663,NULL
1028, patricia l  coulter,47156 Whipple Ave Nw,Gardena,Los Angeles,CA,504-812-4629,patricial.coulter_1028@venere.org,CareManager,326942610,NULL
2733, jennifer l  martin,99385 Charity St #882,San Jose,Santa Clara,CA,233-800-2799,jenniferl.martin_2733@honeywell.com,CareManager,310661807,NULL
10156, dana s  cannon,288 Marquette Ave,Hayward,Alameda,CA,579-481-8689,danas.cannon_10156@royster.com,CareManager,294226909,NULL
6043, brittany e  edwards,47275 Whipple Ave Nw,Gardena,Los Angeles,CA,304-200-0753,brittanye.edwards_6043@gmail.com,CareManager,301645960,NULL
6887, alissa s  jick,4941 Black Horse Pike,Burlingame,San Mateo,CA,619-355-8670,alissas.jick_6887@rim.org,CareManager,427045171,NULL
7513, kelly r  mcdonald,47310 Whipple Ave Nw,Gardena,Los Angeles,CA,962-647-6598,kellyr.mcdonald_7513@hollack.org,CareManager,379711798,NULL
18354, brandi m  thompson,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,915-730-8743,brandim.thompson_18354@gmail.com,CareManager,460673408,NULL
13570, rachel l  sutton,68556 Central Hwy,San Leandro,Alameda,CA,964-266-8651,rachell.sutton_13570@hotmail.com,CareManager,537130927,NULL
16691, mary n  lombardo,444 Marquette Ave,Hayward,Alameda,CA,215-899-1014,maryn.lombardo_16691@rim.org,CareManager,341158928,NULL
14367, carmen i  aydiner,99385 Charity St #1159,San Jose,Santa Clara,CA,234-612-4437,carmeni.aydiner_14367@centini.org,CareManager,542511960,NULL
11693, heather n  keller,325 Marquette Ave,Hayward,Alameda,CA,853-622-1142,heathern.keller_11693@hollack.org,CareManager,292976735,NULL
11381, bobbi j  hicks,5048 Black Horse Pike,Burlingame,San Mateo,CA,890-942-5601,bobbij.hicks_11381@perin.org,CareManager,312042342,NULL
6295, mona   gagnegiroux,47281 Whipple Ave Nw,Gardena,Los Angeles,CA,515-012-7303,mona.gagnegiroux_6295@monarrez.org,CareManager,351427978,NULL
336, miranda l  barfield,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,969-509-2738,mirandal.barfield_336@reitler.com,CareManager,442906882,NULL
5338, phyllis l  brown,68556 Central Hwy,San Leandro,Alameda,CA,806-989-2463,phyllisl.brown_5338@ostrosky.com,CareManager,252202539,NULL
2776, crystal n  may,68556 Central Hwy,San Leandro,Alameda,CA,660-240-2851,crystaln.may_2776@venere.org,CareManager,471506970,NULL
8039, reba e  pendleton,238 Marquette Ave,Hayward,Alameda,CA,420-830-4057,rebae.pendleton_8039@briddick.com,CareManager,436957575,NULL
1742, teresa d  greenfield,47173 Whipple Ave Nw,Gardena,Los Angeles,CA,773-121-2283,teresad.greenfield_1742@reitler.com,CareManager,446421179,NULL
9831, janice l  benton,99385 Charity St #1051,San Jose,Santa Clara,CA,432-041-3763,janicel.benton_9831@hollack.org,CareManager,416748342,NULL
19001, treva l  anderson,499 Marquette Ave,Hayward,Alameda,CA,864-047-6517,treval.anderson_19001@gmail.com,CareManager,458539410,NULL
5158, keila n  bigio,169 Marquette Ave,Hayward,Alameda,CA,445-535-1249,keilan.bigio_5158@lindall.com,CareManager,431355145,NULL
7308, donna   lord,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,837-503-0516,donna.lord_7308@caudy.org,CareManager,514860921,NULL
10818, jesse t  everett,5035 Black Horse Pike,Burlingame,San Mateo,CA,661-254-3796,jesset.everett_10818@vanausdal.org,CareManager,278311173,NULL
9118, marlene s  volpe,68556 Central Hwy,San Leandro,Alameda,CA,307-199-8171,marlenes.volpe_9118@dickerson.org,CareManager,393348725,NULL
19357, lisa m  bradford,47592 Whipple Ave Nw,Gardena,Los Angeles,CA,816-346-0025,lisam.bradford_19357@vocelka.com,CareManager,275053494,NULL
12592, mirian   ocasio,346 Marquette Ave,Hayward,Alameda,CA,727-227-3059,mirian.ocasio_12592@corrio.com,CareManager,388957568,NULL
12834, marianna   posell,5083 Black Horse Pike,Burlingame,San Mateo,CA,762-720-4897,marianna.posell_12834@lindall.com,CareManager,308095876,NULL
19110, emerald   baldwin,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,739-350-6951,emerald.baldwin_19110@mulqueen.org,CareManager,476862120,NULL
19060, tara l  austin,500 Marquette Ave,Hayward,Alameda,CA,234-966-5929,taral.austin_19060@bowley.org,CareManager,425553952,NULL
12474, lori m  mullinix,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,594-554-2153,lorim.mullinix_12474@royster.com,CareManager,428646927,NULL
4371, sheryle l  vanlandingham,99385 Charity St #921,San Jose,Santa Clara,CA,864-958-4458,sherylel.vanlandingham_4371@gmail.com,CareManager,287613665,NULL
9096, sherri   ventresca,4994 Black Horse Pike,Burlingame,San Mateo,CA,519-108-9641,sherri.ventresca_9096@corrio.com,CareManager,419252897,NULL
13267, ashley m  self,47447 Whipple Ave Nw,Gardena,Los Angeles,CA,368-881-8245,ashleym.self_13267@cox.net,CareManager,350078022,NULL
9316, michelle a  williams,268 Marquette Ave,Hayward,Alameda,CA,515-114-7140,michellea.williams_9316@morasca.com,CareManager,265076935,NULL
12372, tanya l  mobley,5072 Black Horse Pike,Burlingame,San Mateo,CA,466-822-4290,tanyal.mobley_12372@bowley.org,CareManager,303742339,NULL
11528, dana   hutchison,47406 Whipple Ave Nw,Gardena,Los Angeles,CA,434-615-3468,dana.hutchison_11528@corrio.com,CareManager,418057294,NULL
15070, allison r  cook,405 Marquette Ave,Hayward,Alameda,CA,231-357-0325,allisonr.cook_15070@bowley.org,CareManager,484586794,NULL
6090, jennifer l  enright,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,476-342-0968,jenniferl.enright_6090@royster.com,CareManager,435686815,NULL
18857,Blondell Pugh,5226 Black Horse Pike,Burlingame,San Mateo,CA,499-738-8420,Blondell.Pugh_18857@rim.org,CareManager,398385221,NULL
7871, nicole m  novak,234 Marquette Ave,Hayward,Alameda,CA,628-264-1454,nicolem.novak_7871@cox.net,CareManager,275659802,NULL
16908, jennifer r  mcdonald,5180 Black Horse Pike,Burlingame,San Mateo,CA,633-354-0613,jenniferr.mcdonald_16908@dickerson.org,CareManager,271199800,NULL
91,Tammara Wardrip,4800 Black Horse Pike,Burlingame,San Mateo,CA,650-216-5075,twardrip@cox.net,CareManager,741795665,NULL
5326, kara l  brown,173 Marquette Ave,Hayward,Alameda,CA,745-472-7857,karal.brown_5326@morasca.com,CareManager,392457668,NULL
4615, melissa j  williams,47241 Whipple Ave Nw,Gardena,Los Angeles,CA,703-351-2090,melissaj.williams_4615@shinko.com,CareManager,357219812,NULL
19487, marcia a  burkett,5241 Black Horse Pike,Burlingame,San Mateo,CA,330-764-8242,marciaa.burkett_19487@rhym.com,CareManager,428584691,NULL
7563, teresa a  mcpeak,99385 Charity St #997,San Jose,Santa Clara,CA,879-316-0560,teresaa.mcpeak_7563@gmail.com,CareManager,415468752,NULL
6010, ashley l  dunn,68556 Central Hwy,San Leandro,Alameda,CA,709-790-9645,ashleyl.dunn_6010@morasca.com,CareManager,252303752,NULL
19302, amy m  bolden,5237 Black Horse Pike,Burlingame,San Mateo,CA,223-689-4667,amym.bolden_19302@dickerson.org,CareManager,265236426,NULL
9202, cathleen b  wehner,68556 Central Hwy,San Leandro,Alameda,CA,433-802-4070,cathleenb.wehner_9202@morasca.com,CareManager,463711469,NULL
3364, kimberly c  peterman,68556 Central Hwy,San Leandro,Alameda,CA,554-672-3738,kimberlyc.peterman_3364@saylors.org,CareManager,348882177,NULL
17531, krista l  porter,464 Marquette Ave,Hayward,Alameda,CA,589-659-7660,kristal.porter_17531@chui.com,CareManager,542780092,NULL
10671, angela g  dosal,99385 Charity St #1071,San Jose,Santa Clara,CA,781-192-3954,angelag.dosal_10671@rhym.com,CareManager,532737834,NULL
17002, april l  merkiel,451 Marquette Ave,Hayward,Alameda,CA,832-215-7597,aprill.merkiel_17002@glick.com,CareManager,359035337,NULL
6828, carolyn v  hutchison,4940 Black Horse Pike,Burlingame,San Mateo,CA,283-937-7799,carolynv.hutchison_6828@vanausdal.org,CareManager,520895344,NULL
7984, kimberly a  parker,68556 Central Hwy,San Leandro,Alameda,CA,240-422-6480,kimberlya.parker_7984@hotmail.com,CareManager,477977540,NULL
6384, shelly   goldman,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,298-490-2898,shelly.goldman_6384@gmail.com,CareManager,416224158,NULL
2680, mary m  mallory,110 Marquette Ave,Hayward,Alameda,CA,456-441-4792,marym.mallory_2680@saylors.org,CareManager,419104247,NULL
18903, adriana   abreu,99385 Charity St #1267,San Jose,Santa Clara,CA,755-748-5561,adriana.abreu_18903@shinko.com,CareManager,440013427,NULL
12561, kelly s  nolff,99385 Charity St #1116,San Jose,Santa Clara,CA,831-764-4908,kellys.nolff_12561@briddick.com,CareManager,318822820,NULL
6824, jessica m  hussey,47294 Whipple Ave Nw,Gardena,Los Angeles,CA,688-649-7163,jessicam.hussey_6824@bowley.org,CareManager,476090472,NULL
13986, diana m  willard,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,534-216-2687,dianam.willard_13986@venere.org,CareManager,491390934,NULL
391, rachel   baye,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,511-496-7177,rachel.baye_391@slusarski.com,CareManager,504352605,NULL
5704, donna   cori,182 Marquette Ave,Hayward,Alameda,CA,235-984-1102,donna.cori_5704@hotmail.com,CareManager,489770038,NULL
14885, maggie   carr,401 Marquette Ave,Hayward,Alameda,CA,627-470-6966,maggie.carr_14885@hollack.org,CareManager,492264945,NULL
11154, sabrina f  griffin,5043 Black Horse Pike,Burlingame,San Mateo,CA,759-463-7805,sabrinaf.griffin_11154@saylors.org,CareManager,442585548,NULL
319, lisa l  ballard,99385 Charity St #840,San Jose,Santa Clara,CA,380-686-3765,lisal.ballard_319@vocelka.com,CareManager,532038250,NULL
5816, clara a  dalton,47270 Whipple Ave Nw,Gardena,Los Angeles,CA,884-199-7322,claraa.dalton_5816@venere.org,CareManager,387687962,NULL
4792,Danica Bruschke,68556 Central Hwy,San Leandro,Alameda,CA,960-131-3171,Danica.Bruschke_4792@hotmail.com,CareManager,509417999,NULL
12662, victoria   page-martin,47433 Whipple Ave Nw,Gardena,Los Angeles,CA,606-078-2245,victoria.page-martin_12662@aol.com,CareManager,525164009,NULL
9953, bazlyn a  bozeman,5014 Black Horse Pike,Burlingame,San Mateo,CA,523-729-9191,bazlyna.bozeman_9953@honeywell.com,CareManager,523917308,NULL
14346, michelle m  ash,5119 Black Horse Pike,Burlingame,San Mateo,CA,451-103-4676,michellem.ash_14346@saylors.org,CareManager,411424915,NULL
665, angela m  bruton,4800 Black Horse Pike,Burlingame,San Mateo,CA,845-017-8436,angelam.bruton_665@perin.org,CareManager,538213764,NULL
3464, julie a  prichard,47214 Whipple Ave Nw,Gardena,Los Angeles,CA,582-104-9184,juliea.prichard_3464@morasca.com,CareManager,546410016,NULL
5694, kylee j  copeland,4913 Black Horse Pike,Burlingame,San Mateo,CA,550-133-6389,kyleej.copeland_5694@reitler.com,CareManager,466694642,NULL
19550, ivanka   cancic,47597 Whipple Ave Nw,Gardena,Los Angeles,CA,450-080-9863,ivanka.cancic_19550@ostrosky.com,CareManager,504752197,NULL
9067, louise e  vandyke,47347 Whipple Ave Nw,Gardena,Los Angeles,CA,851-323-2134,louisee.vandyke_9067@uyetake.org,CareManager,407983995,NULL
19848, dianne w  crawford,5250 Black Horse Pike,Burlingame,San Mateo,CA,534-617-5464,diannew.crawford_19848@caudy.org,CareManager,327384216,NULL
12158, kathryn e  matern,47421 Whipple Ave Nw,Gardena,Los Angeles,CA,502-728-0010,kathryne.matern_12158@dickerson.org,CareManager,296426594,NULL
19046, anna m  ashcraft,47585 Whipple Ave Nw,Gardena,Los Angeles,CA,365-450-1581,annam.ashcraft_19046@aol.com,CareManager,488991596,NULL
11008, amanda l  gans,68556 Central Hwy,San Leandro,Alameda,CA,323-837-9714,amandal.gans_11008@vanausdal.org,CareManager,532964073,NULL
836, jannifer e  cespedes,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,340-125-1566,jannifere.cespedes_836@gmail.com,CareManager,455719033,NULL
8459, nicole m  sallas,248 Marquette Ave,Hayward,Alameda,CA,844-602-4332,nicolem.sallas_8459@uyetake.org,CareManager,530198257,NULL
18106, nikia s  smith,68556 Central Hwy,San Leandro,Alameda,CA,853-207-3036,nikias.smith_18106@ostrosky.com,CareManager,288168379,NULL
18252, stacy l  styner,5212 Black Horse Pike,Burlingame,San Mateo,CA,272-147-9650,stacyl.styner_18252@caudy.org,CareManager,317375147,NULL
4162, brenda m  sullivan,68556 Central Hwy,San Leandro,Alameda,CA,558-258-1681,brendam.sullivan_4162@saylors.org,CareManager,348436436,NULL
15644, nikole p  fowler,47504 Whipple Ave Nw,Gardena,Los Angeles,CA,765-335-4076,nikolep.fowler_15644@vanausdal.org,CareManager,454510885,NULL
18336, amanda l  thomas,5214 Black Horse Pike,Burlingame,San Mateo,CA,304-302-3611,amandal.thomas_18336@saylors.org,CareManager,276275797,NULL
4455, tara l  walters,99385 Charity St #923,San Jose,Santa Clara,CA,340-157-2807,taral.walters_4455@rim.org,CareManager,286033403,NULL
13906, andrea k  welch,68556 Central Hwy,San Leandro,Alameda,CA,760-180-6621,andreak.welch_13906@dickerson.org,CareManager,356344159,NULL
3678, melissa   rogers,4865 Black Horse Pike,Burlingame,San Mateo,CA,590-464-3316,melissa.rogers_3678@mondella.com,CareManager,377367879,NULL
4182, kathy l  sweigart,4877 Black Horse Pike,Burlingame,San Mateo,CA,909-890-2297,kathyl.sweigart_4182@venere.org,CareManager,319359507,NULL
5250, clover   boykin,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,861-797-2492,clover.boykin_5250@morasca.com,CareManager,437180339,NULL
15418, kellie m  dye,68556 Central Hwy,San Leandro,Alameda,CA,272-109-7176,kelliem.dye_15418@lindall.com,CareManager,481221317,NULL
19050, ashley m  atkins,5231 Black Horse Pike,Burlingame,San Mateo,CA,400-317-5008,ashleym.atkins_19050@caudy.org,CareManager,375374978,NULL
87,Stephaine Barfield,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,310-968-1219,stephaine@barfield.com,CareManager,280717622,NULL
3170, stephanie r  norton,47207 Whipple Ave Nw,Gardena,Los Angeles,CA,402-829-0839,stephanier.norton_3170@glick.com,CareManager,318718469,NULL
12886, vanessa m  putnam,353 Marquette Ave,Hayward,Alameda,CA,912-640-9761,vanessam.putnam_12886@hotmail.com,CareManager,413468141,NULL
1806, susan t  hakes,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,691-340-7335,susant.hakes_1806@saylors.org,CareManager,259480156,NULL
112, nicole a  adam,25 E 75th St #69,Los Angeles,Los Angeles,CA,917-457-4896,nicolea.adam_112@dickerson.org,CareManager,548734832,NULL
10831, betty e  faircloth,47389 Whipple Ave Nw,Gardena,Los Angeles,CA,478-023-8731,bettye.faircloth_10831@gmail.com,CareManager,358627161,NULL
8899, melissa c  tanksley,47343 Whipple Ave Nw,Gardena,Los Angeles,CA,219-096-6586,melissac.tanksley_8899@yahoo.com,CareManager,436057720,NULL
2607, maria c  lopez,99385 Charity St #879,San Jose,Santa Clara,CA,283-220-7685,mariac.lopez_2607@uyetake.org,CareManager,370321550,NULL
19004, chasity m  andrews,47584 Whipple Ave Nw,Gardena,Los Angeles,CA,484-260-6396,chasitym.andrews_19004@hotmail.com,CareManager,488784197,NULL
10961, katherine k  freeman,5038 Black Horse Pike,Burlingame,San Mateo,CA,653-550-8134,katherinek.freeman_10961@shinko.com,CareManager,536789495,NULL
8404, dawn r  ross,68556 Central Hwy,San Leandro,Alameda,CA,608-061-6065,dawnr.ross_8404@morasca.com,CareManager,388599193,NULL
1000, jennifer   corbin,70 Marquette Ave,Hayward,Alameda,CA,648-236-5630,jennifer.corbin_1000@caudy.org,CareManager,476990656,NULL
15077, nilza d  cook,5136 Black Horse Pike,Burlingame,San Mateo,CA,703-621-9268,nilzad.cook_15077@yglesias.com,CareManager,530110239,NULL
1591, daphne r  fussell,47169 Whipple Ave Nw,Gardena,Los Angeles,CA,774-337-5221,daphner.fussell_1591@crupi.com,CareManager,508106552,NULL
12225, jacquilyn m  mcgehee,99385 Charity St #1108,San Jose,Santa Clara,CA,284-929-2107,jacquilynm.mcgehee_12225@hollack.org,CareManager,369903227,NULL
16026, angela l  helms,5159 Black Horse Pike,Burlingame,San Mateo,CA,252-451-4266,angelal.helms_16026@lindall.com,CareManager,444148377,NULL
19861, carrie l  crews,47604 Whipple Ave Nw,Gardena,Los Angeles,CA,981-877-5540,carriel.crews_19861@monarrez.org,CareManager,418199175,NULL
11987, johanna   logan,332 Marquette Ave,Hayward,Alameda,CA,657-704-5094,johanna.logan_11987@shinko.com,CareManager,306044425,NULL
3167, lorie m  norris,122 Marquette Ave,Hayward,Alameda,CA,939-213-8437,loriem.norris_3167@chui.com,CareManager,339309956,NULL
15770, megan r  glass,47507 Whipple Ave Nw,Gardena,Los Angeles,CA,385-807-6559,meganr.glass_15770@gmail.com,CareManager,449527478,NULL
11332, angela c  helton,316 Marquette Ave,Hayward,Alameda,CA,900-080-0009,angelac.helton_11332@aol.com,CareManager,519786087,NULL
17212, jennifer s  neale,456 Marquette Ave,Hayward,Alameda,CA,577-789-1163,jennifers.neale_17212@dickerson.org,CareManager,316678875,NULL
38,Rozella Ostrosky,17 Morena Blvd,Camarillo,Ventura,CA,805-609-1531,rozella.ostrosky@ostrosky.com,CareManager,140840739,NULL
1956, carmen i  hernandez,4824 Black Horse Pike,Burlingame,San Mateo,CA,848-747-3907,carmeni.hernandez_1956@ostrosky.com,CareManager,344553251,NULL
14692, teresa a  brinson,396 Marquette Ave,Hayward,Alameda,CA,692-295-3184,teresaa.brinson_14692@mastella.com,CareManager,271356274,NULL
18732, darsi a  wilson,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,786-996-3179,darsia.wilson_18732@dickerson.org,CareManager,360648569,NULL
7493, kelly l  mcclements,225 Marquette Ave,Hayward,Alameda,CA,948-592-1191,kellyl.mcclements_7493@yahoo.com,CareManager,251765492,NULL
3258, marta   pagan,4855 Black Horse Pike,Burlingame,San Mateo,CA,822-263-1151,marta.pagan_3258@lindall.com,CareManager,322461939,NULL
4955, cristin d  atria,4895 Black Horse Pike,Burlingame,San Mateo,CA,426-643-3461,cristind.atria_4955@vocelka.com,CareManager,518441128,NULL
1516, alea j  floyd,68556 Central Hwy,San Leandro,Alameda,CA,220-839-5332,aleaj.floyd_1516@mulqueen.org,CareManager,396792788,NULL
1462, soldonia   feliciano,81 Marquette Ave,Hayward,Alameda,CA,983-046-4900,soldonia.feliciano_1462@ostrosky.com,CareManager,252602269,NULL
13695, brenda s  toole,99385 Charity St #1143,San Jose,Santa Clara,CA,338-399-0336,brendas.toole_13695@vocelka.com,CareManager,533774062,NULL
4662, pamela j  wiseman,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,216-788-3450,pamelaj.wiseman_4662@vanausdal.org,CareManager,400472787,NULL
11340, leslie l  henderson,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,779-843-2808,lesliel.henderson_11340@glick.com,CareManager,441767120,NULL
8109, susan g  pinkerton,99385 Charity St #1010,San Jose,Santa Clara,CA,662-458-9349,susang.pinkerton_8109@vocelka.com,CareManager,482365810,NULL
14406, susan e  baker,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,877-731-6384,susane.baker_14406@hotmail.com,CareManager,369793374,NULL
383, theresa l  batson,69 Marquette Ave,Hayward,Alameda,CA,543-417-6063,theresal.batson_383@centini.org,CareManager,418438951,NULL
6250, emily a  fox,195 Marquette Ave,Hayward,Alameda,CA,368-770-8747,emilya.fox_6250@ostrosky.com,CareManager,475020121,NULL
2011, christine l  hippler,47179 Whipple Ave Nw,Gardena,Los Angeles,CA,265-867-5139,christinel.hippler_2011@honeywell.com,CareManager,491407384,NULL
18206, amanda c  sterner,47565 Whipple Ave Nw,Gardena,Los Angeles,CA,306-472-3095,amandac.sterner_18206@hotmail.com,CareManager,440094848,NULL
545, amanda l  boyd,68556 Central Hwy,San Leandro,Alameda,CA,583-928-8139,amandal.boyd_545@chui.com,CareManager,278835705,NULL
13565, teresa d  sunday,5100 Black Horse Pike,Burlingame,San Mateo,CA,736-405-6007,teresad.sunday_13565@barfield.com,CareManager,498190285,NULL
17303, taylor c  ogrady,5189 Black Horse Pike,Burlingame,San Mateo,CA,824-749-9641,taylorc.ogrady_17303@chui.com,CareManager,315563641,NULL
